month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,7,0,24.056716,0.0,97.578227,0.0,0.0,0.050995,0.0,0.0
1,1,7,0,23.639387,0.0,98.0,0.0,0.0,0.043247,0.0,0.0
1,2,7,0,23.476901,0.0,98.0,0.0,0.0,0.041725,0.0,0.0
1,3,7,0,22.711607,0.0,98.0,0.0,0.0,0.042625,0.0,0.0
1,4,7,0,23.876089,0.0,97.85831,0.0,0.0,0.041764,0.0,0.0
1,5,7,0,23.625701,0.0,95.35983,0.0,0.0,0.056608,0.0,0.0
1,6,7,0,23.156878,0.0,93.1231,0.0,0.0,0.105485,0.0,0.0
1,7,7,0,23.565055,0.0,94.371976,0.0,0.0,0.294583,0.0,0.0
1,8,7,0,23.578092,0.0,92.258753,0.0,0.0,0.578942,0.0,0.0
1,9,7,0,23.662161,0.0,89.971657,0.0,0.0,0.637953,0.0,0.0
1,10,7,0,24.661293,0.0,81.2673,0.0,0.0,0.665337,0.0,0.0
1,11,7,0,24.772392,0.0,77.758175,0.0,0.0,0.626997,0.0,25.17663405359052
1,12,7,0,25.200445,0.0,77.96291,0.0,0.0,0.586133,0.0,83.9595197676054
1,13,7,0,25.367357,0.0,79.362866,0.0,0.0,0.637014,0.0,268.81021618517235
1,14,7,0,25.886874,0.0,83.168753,0.0,0.0,0.660096,0.0,209.19712997221615
1,15,7,0,25.730472,0.0,88.663112,0.0,0.0,0.614036,0.0,110.12465387710088
1,16,7,0,25.824351,0.0,94.023766,0.0,0.0,0.512906,0.0,113.59565462741543
1,17,7,0,25.324335,0.0,96.911773,0.0,0.0,0.268935,0.0,119.03702974572315
1,18,7,0,25.294403,0.0,95.329619,0.0,0.0,1.003891,0.0,464.22379874194667
1,19,7,0,24.654073,0.0,96.238843,0.0,0.0,0.678355,0.0,0.0
1,20,7,0,24.810915,0.0,97.487787,0.0,0.0,0.631398,0.0,0.0
1,21,7,0,24.267333,0.0,98.0,0.0,0.0,0.559716,0.0,0.0
1,22,7,0,23.999211,0.0,98.0,0.0,0.0,0.470227,0.0,0.0
1,23,7,0,23.747321,0.0,98.0,0.0,0.0,0.049069,0.0,0.0
1,0,1,0,23.576918,0.0,96.759845,0.0,0.0,1.584019,0.0,0.0
1,1,1,0,24.196732,0.0,97.27344,0.0,0.0,1.393458,0.0,0.0
1,2,1,0,24.604821,0.0,97.35176,0.0,0.0,1.422977,0.0,0.0
1,3,1,0,23.50458,0.0,97.51819,0.0,0.0,1.426663,0.0,0.0
1,4,1,0,23.479937,0.0,97.71399,0.0,0.0,1.399973,0.0,0.0
1,5,1,0,23.548155,0.0,97.1514,0.0,0.0,1.889738,0.0,0.0
1,6,1,0,24.252312,0.0,94.1815,0.0,0.0,3.495821,0.0,0.0
1,7,1,0,24.038574,0.038574,84.11433,0.0,0.0,9.979955,0.0,0.0
1,8,1,0,24.32349,0.32349,68.21271,0.0,0.0,19.447992,0.0,0.0
1,9,1,0,24.216725,0.216725,60.5129,0.0,0.0,20.979791,0.0,0.0
1,10,1,0,24.06317,0.06317,53.16198,0.0,0.0,21.569195,0.0,0.0
1,11,1,0,24.085211,0.085211,50.61465,0.0,0.0,21.810695,0.0,35.14507321780575
1,12,1,0,23.949072,0.0,51.40017,0.0,0.0,19.017126,0.0,387.4048567537147
1,13,1,0,24.260538,0.260538,49.4844,0.0,0.0,21.080709,0.0,514.1045982180274
1,14,1,0,23.661085,0.0,49.96182,0.0,0.0,21.791457,0.0,499.2765322110761
1,15,1,0,23.873442,0.0,53.02796,0.0,0.0,20.462118,0.0,491.07440599573994
1,16,1,0,24.072882,0.072882,61.149,0.0,0.0,17.018355,0.0,389.9534276940048
1,17,1,0,24.540426,0.0,78.02133,0.0,0.0,9.105483,0.0,298.2108801827438
1,18,1,0,23.770661,0.0,90.44835,0.0,0.0,33.909531,0.0,362.71121294586675
1,19,1,0,23.676282,0.0,93.32515,0.0,0.0,23.195667,0.0,0.0
1,20,1,0,23.831014,0.0,94.11883,0.0,0.0,20.784386,0.0,0.0
1,21,1,0,24.290782,0.0,94.42008,0.0,0.0,17.835727,0.0,0.0
1,22,1,0,23.929498,0.0,94.438155,0.0,0.0,16.364577,0.0,0.0
1,23,1,0,24.397304,0.0,94.379625,0.0,0.0,1.64019,0.0,0.0
1,0,2,0,23.438241,0.0,94.594235,0.0,0.0,1.676201,0.0,0.0
1,1,2,0,24.338557,0.0,95.62872,0.0,0.0,1.40548,0.0,0.0
1,2,2,0,24.31046,0.0,96.06927,0.0,0.0,1.425381,0.0,0.0
1,3,2,0,23.5744,0.0,96.2357,0.0,0.0,1.442136,0.0,0.0
1,4,2,0,24.046075,0.0,96.37276,0.0,0.0,1.40192,0.0,0.0
1,5,2,0,24.364727,0.0,95.77116,0.0,0.0,1.884552,0.0,0.0
1,6,2,0,24.026376,0.0,92.352825,0.0,0.0,3.472539,0.0,0.0
1,7,2,0,24.29991,0.29991,79.68726,0.0,0.0,9.899092,0.0,0.0
1,8,2,0,24.712466,0.712466,65.68869,0.0,0.0,19.203859,0.0,0.0
1,9,2,0,24.08218,0.08218,61.72535,0.0,0.0,21.339026,0.0,0.0
1,10,2,0,23.915885,0.0,59.1216,0.0,0.0,21.708123,0.0,0.0
1,11,2,0,23.768684,0.0,58.60175,0.0,0.0,20.747894,0.0,24.773164846049394
1,12,2,0,24.194419,0.194419,61.33226,0.0,0.0,19.557802,0.0,461.4754743553438
1,13,2,0,23.940981,0.0,59.57445,0.0,0.0,21.117783,0.0,509.6586390037987
1,14,2,0,23.946376,0.0,59.81316,0.0,0.0,22.251869,0.0,487.6406941413728
1,15,2,0,23.968422,0.0,62.4184,0.0,0.0,20.85282,0.0,511.2030598586623
1,16,2,0,24.194961,0.194961,69.6762,0.0,0.0,17.089242,0.0,398.58813706191694
1,17,2,0,23.680098,0.0,84.03831,0.0,0.0,8.92017,0.0,273.655399557919
1,18,2,0,23.541037,0.0,92.902375,0.0,0.0,34.795552,0.0,175.33515532180624
1,19,2,0,23.269837,0.0,96.5,0.0,0.0,23.165292,0.0,0.0
1,20,2,0,24.359601,0.0,96.85,0.0,0.0,20.305929,0.0,0.0
1,21,2,0,24.022138,0.0,97.2,0.0,0.0,17.906425,0.0,0.0
1,22,2,0,24.453036,0.0,97.55,0.0,0.0,15.756133,0.0,0.0
1,23,2,0,23.997313,0.0,97.55,0.0,0.0,1.694731,0.0,0.0
1,0,3,0,23.777353,0.0,97.55,0.0,0.0,1.62969,0.0,0.0
1,1,3,0,24.143379,0.0,97.9,0.0,0.0,1.432147,0.0,0.0
1,2,3,0,23.977023,0.0,97.9,0.0,0.0,1.435169,0.0,0.0
1,3,3,0,23.623744,0.0,97.9,0.0,0.0,1.432876,0.0,0.0
1,4,3,0,23.73448,0.0,97.9,0.0,0.0,1.378584,0.0,0.0
1,5,3,0,24.530034,0.0,96.0822,0.0,0.0,1.875916,0.0,0.0
1,6,3,0,24.106305,0.0,92.0591,0.0,0.0,3.602107,0.0,0.0
1,7,3,0,24.124916,0.124916,82.16096,0.0,0.0,9.843053,0.0,0.0
1,8,3,0,23.917034,0.0,64.91152,0.0,0.0,19.662266,0.0,0.0
1,9,3,0,23.793084,0.0,55.66995,0.0,0.0,21.450023,0.0,0.0
1,10,3,0,24.267497,0.267497,50.85,0.0,0.0,21.376135,0.0,0.0
1,11,3,0,23.968612,0.0,49.42275,0.0,0.0,21.333183,0.0,29.679228503762292
1,12,3,0,23.772268,0.0,50.50892,0.0,0.0,19.682627,0.0,372.3035990188013
1,13,3,0,23.959761,0.0,48.57335,0.0,0.0,21.66659,0.0,359.9857259600611
1,14,3,0,23.728318,0.0,49.06686,0.0,0.0,21.54601,0.0,683.3755099822864
1,15,3,0,24.057014,0.057014,52.5228,0.0,0.0,20.532359,0.0,576.4687314911769
1,16,3,0,24.338768,0.338768,61.24624,0.0,0.0,16.744565,0.0,389.72379728624975
1,17,3,0,23.749174,0.0,76.40871,0.0,0.0,9.080121,0.0,249.55308430985707
1,18,3,0,24.428563,0.0,86.421475,0.0,0.0,34.724391,0.0,114.44970396360725
1,19,3,0,23.799714,0.0,88.78,0.0,0.0,23.04819,0.0,0.0
1,20,3,0,24.046024,0.0,92.114035,0.0,0.0,20.836603,0.0,0.0
1,21,3,0,23.749084,0.0,94.58532,0.0,0.0,18.47297,0.0,0.0
1,22,3,0,23.933329,0.0,95.316105,0.0,0.0,16.133059,0.0,0.0
1,23,3,0,24.014221,0.0,95.63802,0.0,0.0,1.640418,0.0,0.0
1,0,4,0,23.869595,0.0,96.623275,0.0,0.0,1.662879,0.0,0.0
1,1,4,0,23.789134,0.0,97.62588,0.0,0.0,1.453783,0.0,0.0
1,2,4,0,23.796634,0.0,97.9,0.0,0.0,1.430162,0.0,0.0
1,3,4,0,23.753652,0.0,97.9,0.0,0.0,1.382808,0.0,0.0
1,4,4,0,23.528976,0.0,97.9,0.0,0.0,1.439616,0.0,0.0
1,5,4,0,23.921109,0.0,97.2,0.0,0.0,1.872803,0.0,0.0
1,6,4,0,24.120347,0.0,93.6888,0.0,0.0,3.559011,0.0,0.0
1,7,4,0,24.272521,0.272521,77.31592,0.0,0.0,9.95926,0.0,0.0
1,8,4,0,24.194131,0.194131,59.5355,0.0,0.0,19.854934,0.0,0.0
1,9,4,0,24.737201,0.737201,54.5671,0.0,0.0,21.016662,0.0,0.0
1,10,4,0,24.095604,0.095604,52.19922,0.0,0.0,21.822843,0.0,0.0
1,11,4,0,23.8631,0.0,51.512,0.0,0.0,22.174661,0.0,22.29102633514677
1,12,4,0,24.56149,0.56149,52.9759,0.0,0.0,18.632086,0.0,780.8731918010948
1,13,4,0,23.685835,0.0,50.7996,0.0,0.0,21.353569,0.0,814.0746157195316
1,14,4,0,24.290543,0.290543,50.87712,0.0,0.0,22.157999,0.0,683.7459479357265
1,15,4,0,23.713457,0.0,54.09364,0.0,0.0,20.815233,0.0,577.720771862867
1,16,4,0,24.106233,0.106233,63.4678,0.0,0.0,17.639558,0.0,460.0666269377736
1,17,4,0,23.409481,0.0,76.30467,0.0,0.0,9.237541,0.0,233.31918080212566
1,18,4,0,24.269782,0.0,85.52135,0.0,0.0,34.422465,0.0,91.42744900651293
1,19,4,0,23.952526,0.0,89.65815,0.0,0.0,23.371755,0.0,0.0
1,20,4,0,23.709696,0.0,91.959075,0.0,0.0,20.885077,0.0,0.0
1,21,4,0,24.503526,0.0,92.28168,0.0,0.0,18.04472,0.0,0.0
1,22,4,0,24.229606,0.0,93.345595,0.0,0.0,16.162872,0.0,0.0
1,23,4,0,24.013742,0.0,94.125995,0.0,0.0,1.672048,0.0,0.0
1,0,5,0,23.776367,0.0,95.03321,0.0,0.0,1.624325,0.0,0.0
1,1,5,0,23.986991,0.0,96.3336,0.0,0.0,1.43725,0.0,0.0
1,2,5,0,23.950821,0.0,97.00911,0.0,0.0,1.410632,0.0,0.0
1,3,5,0,24.217433,0.0,97.84126,0.0,0.0,1.394326,0.0,0.0
1,4,5,0,24.239423,0.0,97.9,0.0,0.0,1.379205,0.0,0.0
1,5,5,0,23.799673,0.0,97.2,0.0,0.0,1.945466,0.0,0.0
1,6,5,0,23.835189,0.0,93.1582,0.0,0.0,3.569343,0.0,0.0
1,7,5,0,23.84038,0.0,80.53173,0.0,0.0,9.866182,0.0,0.0
1,8,5,0,23.595205,0.0,65.77425,0.0,0.0,19.827941,0.0,0.0
1,9,5,0,23.822528,0.0,61.90345,0.0,0.0,21.024441,0.0,0.0
1,10,5,0,23.972278,0.0,60.12504,0.0,0.0,22.239116,0.0,0.0
1,11,5,0,24.207286,0.207286,59.79365,0.0,0.0,21.286607,0.0,25.732010647177688
1,12,5,0,24.396114,0.396114,62.28768,0.0,0.0,19.383953,0.0,912.1505659669216
1,13,5,0,23.757496,0.0,60.4033,0.0,0.0,21.376903,0.0,869.5347390547689
1,14,5,0,24.165293,0.165293,61.75224,0.0,0.0,22.216438,0.0,779.6439951938555
1,15,5,0,23.866663,0.0,65.51164,0.0,0.0,20.358388,0.0,639.2143479769198
1,16,5,0,24.622556,0.622556,72.42136,0.0,0.0,17.471055,0.0,465.11324255646116
1,17,5,0,23.985383,0.0,85.16541,0.0,0.0,8.815598,0.0,236.81826955171712
1,18,5,0,24.150638,0.0,93.451925,0.0,0.0,33.772213,0.0,49.51902894675307
1,19,5,0,23.719151,0.0,95.8438,0.0,0.0,22.531902,0.0,0.0
1,20,5,0,23.756793,0.0,96.336695,0.0,0.0,20.56131,0.0,0.0
1,21,5,0,24.060509,0.0,96.62652,0.0,0.0,18.251075,0.0,0.0
1,22,5,0,23.884784,0.0,96.98421,0.0,0.0,15.784411,0.0,0.0
1,23,5,0,24.105987,0.0,96.935435,0.0,0.0,1.693394,0.0,0.0
1,0,6,0,23.320208,0.0,98.0,0.0,0.0,0.131591,0.0,0.0
1,1,6,0,23.781393,0.0,98.0,0.0,0.0,0.115941,0.0,0.0
1,2,6,0,23.11095,0.0,98.0,0.0,0.0,0.114073,0.0,0.0
1,3,6,0,23.703476,0.0,98.0,0.0,0.0,0.114389,0.0,0.0
1,4,6,0,22.927051,0.0,98.0,0.0,0.0,0.115002,0.0,0.0
1,5,6,0,23.182824,0.0,98.0,0.0,0.0,0.15204,0.0,0.0
1,6,6,0,22.352231,0.0,98.0,0.0,0.0,0.287305,0.0,0.0
1,7,6,0,22.971301,0.0,97.974114,0.0,0.0,0.792565,0.0,0.0
1,8,6,0,23.364494,0.0,96.189588,0.0,0.0,1.559136,0.0,0.0
1,9,6,0,23.736226,0.0,93.97072,0.0,0.0,1.704815,0.0,0.0
1,10,6,0,23.969841,0.0,88.587643,0.0,0.0,1.729326,0.0,0.0
1,11,6,0,23.892906,0.0,79.183004,0.0,0.0,1.732163,0.0,25.528082418030763
1,12,6,0,24.075459,0.0,73.278,0.0,0.0,1.575935,0.0,915.3017291867359
1,13,6,0,24.223079,0.0,70.897204,0.0,0.0,1.726499,0.0,872.9015556671362
1,14,6,0,24.195446,0.0,70.42781,0.0,0.0,1.728899,0.0,783.6715484415245
1,15,6,0,23.973632,0.0,72.28393,0.0,0.0,1.661289,0.0,643.6818966996142
1,16,6,0,23.590931,0.0,77.71111,0.0,0.0,1.343205,0.0,469.8198727528833
1,17,6,0,24.277989,0.0,87.409956,0.0,0.0,0.713138,0.0,239.56033285043392
1,18,6,0,24.599982,0.0,93.794402,0.0,0.0,2.752576,0.0,45.4569792049783
1,19,6,0,23.970292,0.0,94.83372,0.0,0.0,1.843938,0.0,0.0
1,20,6,0,24.696562,0.0,95.339138,0.0,0.0,1.62436,0.0,0.0
1,21,6,0,24.227333,0.0,95.735072,0.0,0.0,1.479665,0.0,0.0
1,22,6,0,24.025203,0.0,96.740017,0.0,0.0,1.281551,0.0,0.0
1,23,6,0,24.151351,0.0,98.0,0.0,0.0,0.138946,0.0,0.0
1,0,7,0,23.82196,0.0,98.0,0.0,0.0,0.050722,0.0,0.0
1,1,7,0,23.468793,0.0,98.0,0.0,0.0,0.042149,0.0,0.0
