month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,7,0,21.997952,0.0,74.27259,0.0,17.588611,564.950353,0.0,0.0
1,1,7,0,22.313843,0.313843,75.942405,0.0,17.588611,530.70682,0.0,0.0
1,2,7,0,22.222477,0.222477,77.111396,0.0,17.588611,516.82369,0.0,0.0
1,3,7,0,22.217187,0.217187,76.879226,0.0,17.588611,526.603626,0.0,0.0
1,4,7,0,22.485633,0.485633,75.12912,0.0,17.588611,553.07825,0.0,0.0
1,5,7,0,21.638333,0.0,72.591664,0.0,17.588611,558.455563,0.0,0.0
1,6,7,0,21.811913,0.0,69.080426,0.0,17.588611,590.181265,0.0,0.0
1,7,7,0,21.603801,0.0,67.999976,0.0,17.588611,675.545633,0.0,0.0
1,8,7,0,21.967674,0.0,64.592946,0.0,17.588611,703.136118,0.0,0.0
1,9,7,0,22.299629,0.299629,61.233044,0.0,17.588611,758.739972,0.0,0.0
1,10,7,0,21.993416,0.0,54.77505,0.0,17.588611,753.025832,0.0,0.0
1,11,7,0,22.148764,0.148764,52.39875,0.0,17.588611,773.613673,0.0,25.724985854619074
1,12,7,0,21.426769,0.0,53.015156,0.0,17.588611,750.228768,0.0,84.41126509488538
1,13,7,0,22.044119,0.044119,54.012898,0.0,17.588611,773.72002,0.0,269.1506817923877
1,14,7,0,21.727917,0.0,56.615117,0.0,17.588611,755.710346,0.0,209.56687413215758
1,15,7,0,22.532617,0.532617,61.222346,0.0,17.588611,724.427224,0.0,110.55477438837431
1,16,7,0,22.266055,0.266055,65.759034,0.0,17.588611,700.709789,0.0,114.02326971208427
1,17,7,0,22.284805,0.284805,68.182975,0.0,17.588611,689.497665,0.0,119.46087239696969
1,18,7,0,21.982644,0.0,67.542552,0.0,13.4387,505.232636,0.0,464.4804731109413
1,19,7,0,22.183859,0.183859,69.111908,0.0,13.4387,500.013057,0.0,0.0
1,20,7,0,22.197367,0.197367,70.974813,0.0,13.4387,491.186328,0.0,0.0
1,21,7,0,21.896679,0.0,72.828114,0.0,13.4387,461.244128,0.0,0.0
1,22,7,0,21.850788,0.0,74.146738,0.0,13.4387,425.671714,0.0,0.0
1,23,7,0,21.965568,0.0,74.992943,0.0,17.588611,570.704621,0.0,0.0
1,0,1,0,21.818364,0.0,74.19412,0.0,17.588611,587.279245,0.0,0.0
1,1,1,0,21.821698,0.0,75.0168,0.0,17.588611,569.214152,0.0,0.0
1,2,1,0,21.914987,0.0,75.77328,0.0,17.588611,553.678198,0.0,0.0
1,3,1,0,21.781475,0.0,75.90282,0.0,17.588611,555.890754,0.0,0.0
1,4,1,0,22.229898,0.229898,75.35655,0.0,17.588611,577.630871,0.0,0.0
1,5,1,0,21.521174,0.0,74.7626,0.0,17.588611,578.886807,0.0,0.0
1,6,1,0,22.247069,0.247069,72.2638,0.0,17.588611,629.046925,0.0,0.0
1,7,1,0,21.81233,0.0,69.273525,0.0,17.588611,674.876748,0.0,0.0
1,8,1,0,21.836218,0.0,64.86426,0.0,17.588611,739.902821,0.0,0.0
1,9,1,0,21.594746,0.0,58.03938,0.0,17.588611,789.311629,0.0,0.0
1,10,1,0,21.956727,0.0,50.9665,0.0,17.588611,833.732577,0.0,0.0
