electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B11_C001_Moto_Lineal_Electrica_P01,-1.0,-0.1,7.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,8.0,88.56665997064329,-1.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,7.0,88.56665997064329,-1.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,6.0,88.56665997064329,-1.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,5.0,88.56665997064329,-1.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,4.0,88.56665997064329,-1.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,3.0,88.56665997064329,-1.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,2.0,88.56665997064329,-1.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,1.0,88.56665997064329,-1.0,30.732831391756815
1,EV_B11_C001_Moto_Lineal_Electrica_P01,0.0,88.56665997064329,-1.0,30.732831391756815
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B11_C001_Moto_Lineal_Electrica_P02,-1.0,-0.1,6.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,11.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,10.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,9.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,8.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,7.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,6.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,5.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,4.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,3.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,2.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,1.0,84.73894162600413,-1.0,34.00193660212159
1,EV_B11_C001_Moto_Lineal_Electrica_P02,0.0,84.73894162600413,-1.0,34.00193660212159
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B11_C001_Moto_Lineal_Electrica_P03,-1.0,-0.1,6.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,8.0,77.34357156939797,-1.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,7.0,77.34357156939797,-1.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,6.0,77.34357156939797,-1.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,5.0,77.34357156939797,-1.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,4.0,77.34357156939797,-1.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,3.0,77.34357156939797,-1.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,2.0,77.34357156939797,-1.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,1.0,77.34357156939797,-1.0,13.731988530471536
1,EV_B11_C001_Moto_Lineal_Electrica_P03,0.0,77.34357156939797,-1.0,13.731988530471536
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
