electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B08_C016_Camioneta_Electrica_P01,-1.0,-0.1,7.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,9.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,8.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,7.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,6.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,5.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,4.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,3.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,2.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,1.0,81.15894463506123,-1.0,52.638915918849804
1,EV_B08_C016_Camioneta_Electrica_P01,0.0,81.15894463506123,-1.0,52.638915918849804
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B08_C016_Camioneta_Electrica_P02,-1.0,-0.1,7.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,9.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,8.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,7.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,6.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,5.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,4.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,3.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,2.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,1.0,75.70761081582656,-1.0,61.293750912900144
1,EV_B08_C016_Camioneta_Electrica_P02,0.0,75.70761081582656,-1.0,61.293750912900144
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B08_C016_Camioneta_Electrica_P03,-1.0,-0.1,7.0,43.24220221043424
1,EV_B08_C016_Camioneta_Electrica_P03,9.0,78.32892081216661,-1.0,43.24220221043424
1,EV_B08_C016_Camioneta_Electrica_P03,8.0,78.32892081216661,-1.0,43.24220221043424
1,EV_B08_C016_Camioneta_Electrica_P03,7.0,78.32892081216661,-1.0,43.24220221043424
1,EV_B08_C016_Camioneta_Electrica_P03,6.0,78.32892081216661,-1.0,43.24220221043424
