electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C019_Moto_Lineal_Electrica_P01,-1.0,-0.1,7.0,36.83420400430825
1,EV_B07_C019_Moto_Lineal_Electrica_P01,7.0,81.77679899018332,-1.0,36.83420400430825
1,EV_B07_C019_Moto_Lineal_Electrica_P01,6.0,81.77679899018332,-1.0,36.83420400430825
1,EV_B07_C019_Moto_Lineal_Electrica_P01,5.0,81.77679899018332,-1.0,36.83420400430825
1,EV_B07_C019_Moto_Lineal_Electrica_P01,4.0,81.77679899018332,-1.0,36.83420400430825
1,EV_B07_C019_Moto_Lineal_Electrica_P01,3.0,81.77679899018332,-1.0,36.83420400430825
1,EV_B07_C019_Moto_Lineal_Electrica_P01,2.0,81.77679899018332,-1.0,36.83420400430825
1,EV_B07_C019_Moto_Lineal_Electrica_P01,1.0,81.77679899018332,-1.0,36.83420400430825
1,EV_B07_C019_Moto_Lineal_Electrica_P01,0.0,81.77679899018332,-1.0,36.83420400430825
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C019_Moto_Lineal_Electrica_P02,-1.0,-0.1,7.0,13.662167623107642
1,EV_B07_C019_Moto_Lineal_Electrica_P02,7.0,83.99537191986317,-1.0,13.662167623107642
1,EV_B07_C019_Moto_Lineal_Electrica_P02,6.0,83.99537191986317,-1.0,13.662167623107642
1,EV_B07_C019_Moto_Lineal_Electrica_P02,5.0,83.99537191986317,-1.0,13.662167623107642
1,EV_B07_C019_Moto_Lineal_Electrica_P02,4.0,83.99537191986317,-1.0,13.662167623107642
1,EV_B07_C019_Moto_Lineal_Electrica_P02,3.0,83.99537191986317,-1.0,13.662167623107642
1,EV_B07_C019_Moto_Lineal_Electrica_P02,2.0,83.99537191986317,-1.0,13.662167623107642
1,EV_B07_C019_Moto_Lineal_Electrica_P02,1.0,83.99537191986317,-1.0,13.662167623107642
1,EV_B07_C019_Moto_Lineal_Electrica_P02,0.0,83.99537191986317,-1.0,13.662167623107642
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B07_C019_Moto_Lineal_Electrica_P03,-1.0,-0.1,9.0,13.560439695750539
1,EV_B07_C019_Moto_Lineal_Electrica_P03,5.0,78.71133750994957,-1.0,13.560439695750539
1,EV_B07_C019_Moto_Lineal_Electrica_P03,4.0,78.71133750994957,-1.0,13.560439695750539
1,EV_B07_C019_Moto_Lineal_Electrica_P03,3.0,78.71133750994957,-1.0,13.560439695750539
1,EV_B07_C019_Moto_Lineal_Electrica_P03,2.0,78.71133750994957,-1.0,13.560439695750539
1,EV_B07_C019_Moto_Lineal_Electrica_P03,1.0,78.71133750994957,-1.0,13.560439695750539
1,EV_B07_C019_Moto_Lineal_Electrica_P03,0.0,78.71133750994957,-1.0,13.560439695750539
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
