month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,7,0,23.821583,0.0,88.76385,0.0,0.0,84.130377,0.0,0.0
1,1,7,0,24.189235,0.0,90.388536,0.0,0.0,75.595541,0.0,0.0
1,2,7,0,24.311806,0.0,91.27024,0.0,0.0,73.278584,0.0,0.0
1,3,7,0,24.309277,0.0,90.99544,0.0,0.0,75.218188,0.0,0.0
1,4,7,0,24.545354,0.0,89.420544,0.0,0.0,76.552882,0.0,0.0
1,5,7,0,23.884443,0.0,86.08688,0.0,0.0,85.731792,0.0,0.0
1,6,7,0,24.163253,0.163253,82.17087,0.0,0.0,105.381469,0.0,0.0
1,7,7,0,23.890133,0.0,82.581048,0.0,0.0,114.587301,0.0,0.0
1,8,7,0,23.572545,0.0,80.68302,0.0,0.0,118.083145,0.0,0.0
1,9,7,0,23.788842,0.0,78.74961,0.0,0.0,119.875019,0.0,0.0
1,10,7,0,24.040849,0.040849,71.14602,0.0,0.0,118.603693,0.0,0.0
1,11,7,0,23.725448,0.0,68.3892,0.0,0.0,114.229338,0.0,24.182328914700328
1,12,7,0,23.942559,0.0,68.951552,0.0,0.0,111.671424,0.0,82.79690564829768
1,13,7,0,24.336075,0.336075,70.02488,0.0,0.0,109.538679,0.0,267.5782469760802
1,14,7,0,24.171136,0.171136,72.81066,0.0,0.0,117.551664,0.0,207.95727502524534
1,15,7,0,24.171703,0.171703,78.21426,0.0,0.0,112.048873,0.0,108.93367928787578
1,16,7,0,24.103537,0.103537,83.46594,0.0,0.0,107.00102,0.0,112.39821684210449
1,17,7,0,23.947417,0.0,87.0835,0.0,0.0,93.27014,0.0,117.833781826466
1,18,7,0,23.439677,0.0,87.45968,0.0,0.0,82.110782,0.0,463.1996502941102
1,19,7,0,24.297438,0.0,90.27058,0.0,0.0,63.557954,0.0,0.0
1,20,7,0,23.548002,0.0,92.11552,0.0,0.0,56.057743,0.0,0.0
1,21,7,0,24.064826,0.0,93.098844,0.0,0.0,51.868858,0.0,0.0
1,22,7,0,23.967482,0.0,93.93978,0.0,0.0,49.377565,0.0,0.0
1,23,7,0,24.041182,0.0,94.87074,0.0,0.0,37.703124,0.0,0.0
1,0,1,0,24.075701,0.0,76.624275,0.0,0.0,198.883434,0.0,0.0
1,1,1,0,23.899847,0.0,77.79888,0.0,0.0,197.14848,0.0,0.0
1,2,1,0,24.270295,0.0,78.5576,0.0,0.0,188.07336,0.0,0.0
1,3,1,0,23.61447,0.0,78.6919,0.0,0.0,183.59337,0.0,0.0
1,4,1,0,24.237571,0.0,78.15123,0.0,0.0,191.44329,0.0,0.0
1,5,1,0,23.492416,0.0,75.46225,0.0,0.0,216.25573,0.0,0.0
1,6,1,0,24.3559,0.3559,69.8285,0.0,0.0,260.564055,0.0,0.0
1,7,1,0,23.84731,0.0,66.85758,0.0,0.0,288.268751,0.0,0.0
1,8,1,0,24.112216,0.112216,63.859725,0.0,0.0,294.848614,0.0,0.0
1,9,1,0,24.452417,0.452417,58.96695,0.0,0.0,292.389985,0.0,0.0
1,10,1,0,23.351195,0.0,52.338675,0.0,0.0,298.911474,0.0,0.0
