electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B13_C009_Mototaxi_Electrica_P01,-1.0,-0.1,8.0,29.333595953215358
1,EV_B13_C009_Mototaxi_Electrica_P01,5.0,87.91731303332594,-1.0,29.333595953215358
1,EV_B13_C009_Mototaxi_Electrica_P01,4.0,87.91731303332594,-1.0,29.333595953215358
1,EV_B13_C009_Mototaxi_Electrica_P01,3.0,87.91731303332594,-1.0,29.333595953215358
1,EV_B13_C009_Mototaxi_Electrica_P01,2.0,87.91731303332594,-1.0,29.333595953215358
1,EV_B13_C009_Mototaxi_Electrica_P01,1.0,87.91731303332594,-1.0,29.333595953215358
1,EV_B13_C009_Mototaxi_Electrica_P01,0.0,87.91731303332594,-1.0,29.333595953215358
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B13_C009_Mototaxi_Electrica_P02,-1.0,-0.1,7.0,57.7483618739828
1,EV_B13_C009_Mototaxi_Electrica_P02,7.0,81.39335645734054,-1.0,57.7483618739828
1,EV_B13_C009_Mototaxi_Electrica_P02,6.0,81.39335645734054,-1.0,57.7483618739828
1,EV_B13_C009_Mototaxi_Electrica_P02,5.0,81.39335645734054,-1.0,57.7483618739828
1,EV_B13_C009_Mototaxi_Electrica_P02,4.0,81.39335645734054,-1.0,57.7483618739828
1,EV_B13_C009_Mototaxi_Electrica_P02,3.0,81.39335645734054,-1.0,57.7483618739828
1,EV_B13_C009_Mototaxi_Electrica_P02,2.0,81.39335645734054,-1.0,57.7483618739828
1,EV_B13_C009_Mototaxi_Electrica_P02,1.0,81.39335645734054,-1.0,57.7483618739828
1,EV_B13_C009_Mototaxi_Electrica_P02,0.0,81.39335645734054,-1.0,57.7483618739828
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B13_C009_Mototaxi_Electrica_P03,-1.0,-0.1,8.0,49.8774753582121
1,EV_B13_C009_Mototaxi_Electrica_P03,6.0,91.48859517907752,-1.0,49.8774753582121
1,EV_B13_C009_Mototaxi_Electrica_P03,5.0,91.48859517907752,-1.0,49.8774753582121
1,EV_B13_C009_Mototaxi_Electrica_P03,4.0,91.48859517907752,-1.0,49.8774753582121
1,EV_B13_C009_Mototaxi_Electrica_P03,3.0,91.48859517907752,-1.0,49.8774753582121
1,EV_B13_C009_Mototaxi_Electrica_P03,2.0,91.48859517907752,-1.0,49.8774753582121
1,EV_B13_C009_Mototaxi_Electrica_P03,1.0,91.48859517907752,-1.0,49.8774753582121
1,EV_B13_C009_Mototaxi_Electrica_P03,0.0,91.48859517907752,-1.0,49.8774753582121
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B13_C009_Mototaxi_Electrica_P04,-1.0,-0.1,7.0,22.82685154663862
1,EV_B13_C009_Mototaxi_Electrica_P04,6.0,88.81341671049569,-1.0,22.82685154663862
1,EV_B13_C009_Mototaxi_Electrica_P04,5.0,88.81341671049569,-1.0,22.82685154663862
