month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,7,0,23.668998,0.0,97.578227,5.258058,0.0,1.811459,0.0,0.0
1,1,7,0,23.578704,0.0,98.0,5.258058,0.0,1.525987,0.0,0.0
1,2,7,0,23.366278,0.0,98.0,5.258058,0.0,1.513263,0.0,0.0
1,3,7,0,23.52414,0.0,98.0,5.258058,0.0,1.542676,0.0,0.0
1,4,7,0,23.261602,0.0,97.85831,5.258058,0.0,1.547381,0.0,0.0
1,5,7,0,23.320397,0.0,95.35983,5.258058,0.0,2.081383,0.0,0.0
1,6,7,0,23.507418,0.0,93.1231,5.258058,0.0,3.854814,0.0,0.0
1,7,7,0,23.590294,0.0,94.371976,5.258058,0.0,10.893833,0.0,0.0
1,8,7,0,23.636284,0.0,92.258753,10.293872,0.0,20.830891,0.0,0.0
1,9,7,0,23.693077,0.0,89.971657,10.293872,0.0,23.433985,0.0,0.0
1,10,7,0,24.141543,0.0,81.2673,10.293872,0.0,23.294239,0.0,0.0
1,11,7,0,24.621115,0.0,77.758175,10.293872,0.0,23.459568,0.0,25.156245344515476
1,12,7,0,25.195936,0.0,77.96291,10.293872,0.0,21.962939,0.0,83.77577069657694
1,13,7,0,25.589587,0.0,79.362866,10.293872,0.0,23.392863,0.0,268.4169325124637
1,14,7,0,25.458704,0.0,83.168753,10.293872,0.0,24.517589,0.0,208.85358878420092
1,15,7,0,25.419885,0.0,88.663112,10.293872,0.0,22.930889,0.0,109.89928674855436
1,16,7,0,25.752476,0.0,94.023766,10.293872,0.0,18.127827,0.0,113.36414188016408
1,17,7,0,24.950985,0.0,96.911773,10.293872,0.0,10.044506,0.0,118.79747144874996
1,18,7,0,25.203239,0.0,95.329619,12.556121,0.0,3.898648,0.0,463.766233404342
1,19,7,0,25.049503,0.0,96.238843,12.556121,0.0,2.620787,0.0,0.0
1,20,7,0,24.262869,0.0,97.487787,12.556121,0.0,2.252998,0.0,0.0
1,21,7,0,23.877037,0.0,98.0,12.556121,0.0,2.063431,0.0,0.0
1,22,7,0,23.671852,0.0,98.0,10.042354,0.0,1.831298,0.0,0.0
1,23,7,0,23.818577,0.0,98.0,5.258058,0.0,1.846461,0.0,0.0
1,0,1,0,23.841196,0.0,96.759845,9.149369,0.0,60.459762,0.0,0.0
