electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B08_C017_Camioneta_Electrica,-1.0,-0.1,7.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,9.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,8.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,7.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,6.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,5.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,4.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,3.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,2.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,1.0,85.4091622597218,-1.0,29.586732174540053
1,EV_B08_C017_Camioneta_Electrica,0.0,85.4091622597218,-1.0,29.586732174540053
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B08_C017_Camioneta_Electrica,-1.0,-0.1,7.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,9.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,8.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,7.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,6.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,5.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,4.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,3.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,2.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,1.0,90.24658968627865,-1.0,28.72507623460371
1,EV_B08_C017_Camioneta_Electrica,0.0,90.24658968627865,-1.0,28.72507623460371
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B08_C017_Camioneta_Electrica,-1.0,-0.1,7.0,44.625899636004384
1,EV_B08_C017_Camioneta_Electrica,9.0,80.59441277257038,-1.0,44.625899636004384
1,EV_B08_C017_Camioneta_Electrica,8.0,80.59441277257038,-1.0,44.625899636004384
1,EV_B08_C017_Camioneta_Electrica,7.0,80.59441277257038,-1.0,44.625899636004384
1,EV_B08_C017_Camioneta_Electrica,6.0,80.59441277257038,-1.0,44.625899636004384
1,EV_B08_C017_Camioneta_Electrica,5.0,80.59441277257038,-1.0,44.625899636004384
