electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B17_C011_Camioneta_Electrica_P01,-1.0,-0.1,7.0,31.300723413457717
1,EV_B17_C011_Camioneta_Electrica_P01,7.0,79.441506301866,-1.0,31.300723413457717
1,EV_B17_C011_Camioneta_Electrica_P01,6.0,79.441506301866,-1.0,31.300723413457717
1,EV_B17_C011_Camioneta_Electrica_P01,5.0,79.441506301866,-1.0,31.300723413457717
1,EV_B17_C011_Camioneta_Electrica_P01,4.0,79.441506301866,-1.0,31.300723413457717
1,EV_B17_C011_Camioneta_Electrica_P01,3.0,79.441506301866,-1.0,31.300723413457717
1,EV_B17_C011_Camioneta_Electrica_P01,2.0,79.441506301866,-1.0,31.300723413457717
1,EV_B17_C011_Camioneta_Electrica_P01,1.0,79.441506301866,-1.0,31.300723413457717
1,EV_B17_C011_Camioneta_Electrica_P01,0.0,79.441506301866,-1.0,31.300723413457717
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B17_C011_Camioneta_Electrica_P02,-1.0,-0.1,7.0,33.76140676236635
1,EV_B17_C011_Camioneta_Electrica_P02,6.0,75.93263526552252,-1.0,33.76140676236635
1,EV_B17_C011_Camioneta_Electrica_P02,5.0,75.93263526552252,-1.0,33.76140676236635
1,EV_B17_C011_Camioneta_Electrica_P02,4.0,75.93263526552252,-1.0,33.76140676236635
1,EV_B17_C011_Camioneta_Electrica_P02,3.0,75.93263526552252,-1.0,33.76140676236635
1,EV_B17_C011_Camioneta_Electrica_P02,2.0,75.93263526552252,-1.0,33.76140676236635
1,EV_B17_C011_Camioneta_Electrica_P02,1.0,75.93263526552252,-1.0,33.76140676236635
1,EV_B17_C011_Camioneta_Electrica_P02,0.0,75.93263526552252,-1.0,33.76140676236635
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B17_C011_Camioneta_Electrica_P03,-1.0,-0.1,6.0,34.533330609419366
1,EV_B17_C011_Camioneta_Electrica_P03,7.0,84.69079077201442,-1.0,34.533330609419366
1,EV_B17_C011_Camioneta_Electrica_P03,6.0,84.69079077201442,-1.0,34.533330609419366
1,EV_B17_C011_Camioneta_Electrica_P03,5.0,84.69079077201442,-1.0,34.533330609419366
1,EV_B17_C011_Camioneta_Electrica_P03,4.0,84.69079077201442,-1.0,34.533330609419366
1,EV_B17_C011_Camioneta_Electrica_P03,3.0,84.69079077201442,-1.0,34.533330609419366
1,EV_B17_C011_Camioneta_Electrica_P03,2.0,84.69079077201442,-1.0,34.533330609419366
1,EV_B17_C011_Camioneta_Electrica_P03,1.0,84.69079077201442,-1.0,34.533330609419366
1,EV_B17_C011_Camioneta_Electrica_P03,0.0,84.69079077201442,-1.0,34.533330609419366
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
