electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B06_C032_Camioneta_Electrica,-1.0,-0.1,10.0,18.445990571615294
1,EV_B06_C032_Camioneta_Electrica,6.0,88.54571006109252,-1.0,18.445990571615294
1,EV_B06_C032_Camioneta_Electrica,5.0,88.54571006109252,-1.0,18.445990571615294
1,EV_B06_C032_Camioneta_Electrica,4.0,88.54571006109252,-1.0,18.445990571615294
1,EV_B06_C032_Camioneta_Electrica,3.0,88.54571006109252,-1.0,18.445990571615294
1,EV_B06_C032_Camioneta_Electrica,2.0,88.54571006109252,-1.0,18.445990571615294
1,EV_B06_C032_Camioneta_Electrica,1.0,88.54571006109252,-1.0,18.445990571615294
1,EV_B06_C032_Camioneta_Electrica,0.0,88.54571006109252,-1.0,18.445990571615294
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B06_C032_Camioneta_Electrica,-1.0,-0.1,13.0,21.76879725626491
1,EV_B06_C032_Camioneta_Electrica,6.0,87.53465020532565,-1.0,21.76879725626491
1,EV_B06_C032_Camioneta_Electrica,5.0,87.53465020532565,-1.0,21.76879725626491
1,EV_B06_C032_Camioneta_Electrica,4.0,87.53465020532565,-1.0,21.76879725626491
1,EV_B06_C032_Camioneta_Electrica,3.0,87.53465020532565,-1.0,21.76879725626491
1,EV_B06_C032_Camioneta_Electrica,2.0,87.53465020532565,-1.0,21.76879725626491
1,EV_B06_C032_Camioneta_Electrica,1.0,87.53465020532565,-1.0,21.76879725626491
1,EV_B06_C032_Camioneta_Electrica,0.0,87.53465020532565,-1.0,21.76879725626491
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B06_C032_Camioneta_Electrica,-1.0,-0.1,12.0,35.99885384182612
1,EV_B06_C032_Camioneta_Electrica,6.0,86.66424077693401,-1.0,35.99885384182612
1,EV_B06_C032_Camioneta_Electrica,5.0,86.66424077693401,-1.0,35.99885384182612
1,EV_B06_C032_Camioneta_Electrica,4.0,86.66424077693401,-1.0,35.99885384182612
1,EV_B06_C032_Camioneta_Electrica,3.0,86.66424077693401,-1.0,35.99885384182612
1,EV_B06_C032_Camioneta_Electrica,2.0,86.66424077693401,-1.0,35.99885384182612
1,EV_B06_C032_Camioneta_Electrica,1.0,86.66424077693401,-1.0,35.99885384182612
1,EV_B06_C032_Camioneta_Electrica,0.0,86.66424077693401,-1.0,35.99885384182612
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
3,NONE,-1.0,-0.1,-1.0,-0.1
2,EV_B06_C032_Camioneta_Electrica,-1.0,-0.1,12.0,38.571211397032634
1,EV_B06_C032_Camioneta_Electrica,6.0,87.15125409494615,-1.0,38.571211397032634
1,EV_B06_C032_Camioneta_Electrica,5.0,87.15125409494615,-1.0,38.571211397032634
