month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,7,0,26.208656,0.0,88.62714,0.0,0.0,6.427927,0.0,0.0
1,1,7,0,25.706158,0.0,90.405858,0.0,0.0,6.050522,0.0,0.0
1,2,7,0,25.527953,0.0,91.584106,0.0,0.0,5.580343,0.0,0.0
1,3,7,0,25.122509,0.0,91.308361,0.0,0.0,5.499924,0.0,0.0
1,4,7,0,25.89403,0.0,89.43768,0.0,0.0,6.047589,0.0,0.0
1,5,7,0,26.374282,0.0,82.946904,0.0,0.0,9.070671,0.0,0.0
1,6,7,0,26.009922,0.009922,77.110972,0.0,0.0,11.971376,0.0,0.0
1,7,7,0,26.153553,0.153553,76.907867,0.0,0.0,12.935902,0.0,0.0
1,8,7,0,26.306971,0.306971,76.041652,0.0,0.0,12.356892,0.0,0.0
1,9,7,0,25.735356,0.0,75.443398,0.0,0.0,11.691819,0.0,0.0
1,10,7,0,26.795686,0.795686,69.106829,0.0,0.0,10.785124,0.0,0.0
1,11,7,0,25.736928,0.0,66.411,0.0,0.0,10.69108,0.0,25.65023293651096
1,12,7,0,26.112066,0.112066,66.832204,0.0,0.0,10.446993,0.0,84.28060837940512
1,13,7,0,26.821874,0.821874,67.78152,0.0,0.0,10.434438,0.0,268.85578126967295
1,14,7,0,25.965724,0.0,69.753788,0.0,0.0,11.647853,0.0,209.32367698073418
1,15,7,0,26.034288,0.034288,73.985857,0.0,0.0,12.112555,0.0,110.4001813724527
1,16,7,0,25.846436,0.0,79.238167,0.0,0.0,11.193878,0.0,113.86541759397643
1,17,7,0,26.100358,0.100358,82.690405,0.0,0.0,10.323065,0.0,119.29804013871002
1,18,7,0,25.361995,0.0,82.61407,0.0,0.0,7.957882,0.0,464.02623527092436
1,19,7,0,25.805957,0.0,84.841821,0.0,0.0,7.125244,0.0,0.0
1,20,7,0,26.508228,0.0,87.248717,0.0,0.0,6.251848,0.0,0.0
1,21,7,0,26.063398,0.0,88.487167,0.0,0.0,6.000531,0.0,0.0
1,22,7,0,25.92788,0.0,89.272425,0.0,0.0,5.659456,0.0,0.0
1,23,7,0,26.111879,0.0,89.879628,0.0,0.0,6.329776,0.0,0.0
1,0,1,0,26.124382,0.0,82.52608,0.0,0.0,12.002848,0.0,0.0
1,1,1,0,26.045631,0.0,83.7108,0.0,0.0,10.701419,0.0,0.0
1,2,1,0,26.173576,0.0,84.82232,0.0,0.0,10.2375,0.0,0.0
1,3,1,0,25.502121,0.0,84.96733,0.0,0.0,9.880245,0.0,0.0
1,4,1,0,26.177377,0.0,84.089925,0.0,0.0,11.095794,0.0,0.0
1,5,1,0,25.797942,0.0,76.1619,0.0,0.0,15.949918,0.0,0.0
1,6,1,0,26.235741,0.235741,68.089,0.0,0.0,21.437815,0.0,0.0
1,7,1,0,25.993626,0.0,64.78677,0.0,0.0,23.901033,0.0,0.0
1,8,1,0,25.700545,0.0,63.859725,0.0,0.0,22.578626,0.0,0.0
1,9,1,0,25.978361,0.0,61.13128,0.0,0.0,21.932437,0.0,0.0
1,10,1,0,25.697876,0.0,55.90633,0.0,0.0,20.027395,0.0,0.0
1,11,1,0,26.30382,0.30382,53.2008,0.0,0.0,19.186444,0.0,35.580269855365444
1,12,1,0,25.991421,0.0,52.40943,0.0,0.0,18.679929,0.0,387.295409603612
1,13,1,0,26.255928,0.255928,52.0128,0.0,0.0,19.861416,0.0,513.8439075738871
1,14,1,0,25.665483,0.0,50.99348,0.0,0.0,20.957792,0.0,499.0318808871826
1,15,1,0,26.485825,0.485825,52.49155,0.0,0.0,21.620406,0.0,490.8382220314092
1,16,1,0,25.909682,0.0,57.429375,0.0,0.0,20.671068,0.0,389.83136288154805
1,17,1,0,26.40958,0.40958,65.42273,0.0,0.0,18.602044,0.0,298.2137484778281
1,18,1,0,26.256215,0.256215,72.0723,0.0,0.0,14.276254,0.0,362.646304212178
1,19,1,0,25.669716,0.0,75.72393,0.0,0.0,12.719271,0.0,0.0
1,20,1,0,26.096946,0.0,78.47285,0.0,0.0,11.22533,0.0,0.0
1,21,1,0,25.837265,0.0,79.46052,0.0,0.0,10.860742,0.0,0.0
