month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,7,0,25.548027,0.0,97.51329,0.0,0.0,0.197319,0.0,0.0
1,1,7,0,23.560587,0.0,98.0,0.0,0.0,0.159501,0.0,0.0
1,2,7,0,24.353649,0.0,98.0,0.0,0.0,0.161284,0.0,0.0
1,3,7,0,23.776374,0.0,98.0,0.0,0.0,0.159987,0.0,0.0
1,4,7,0,23.939637,0.0,97.81033,0.0,0.0,0.156344,0.0,0.0
1,5,7,0,23.539614,0.0,95.306384,0.0,0.0,0.194393,0.0,0.0
1,6,7,0,23.900123,0.0,92.982728,0.0,0.0,0.441587,0.0,0.0
1,7,7,0,23.42328,0.0,94.020305,0.0,0.0,1.155186,0.0,0.0
1,8,7,0,23.4194,0.0,91.913501,0.0,0.0,1.745902,0.0,0.0
1,9,7,0,24.10721,0.0,89.66011,0.0,0.0,1.872807,0.0,0.0
1,10,7,0,24.648608,0.0,81.003067,0.0,0.0,1.797722,0.0,0.0
1,11,7,0,24.936631,0.0,77.5109,0.0,0.0,1.800147,0.0,22.773778408291033
1,12,7,0,25.413494,0.0,77.737213,0.0,0.0,1.627456,0.0,81.71646994063924
1,13,7,0,25.998981,0.0,79.110488,0.0,0.0,1.749516,0.0,267.07354126478896
1,14,7,0,26.109773,0.0,82.898338,0.0,0.0,1.89354,0.0,207.36821421156088
1,15,7,0,25.719548,0.0,88.387483,0.0,0.0,1.745676,0.0,107.99416171502077
1,16,7,0,25.613489,0.0,93.705439,0.0,0.0,1.575275,0.0,111.46708428489896
1,17,7,0,24.987929,0.0,96.455436,0.0,0.0,1.25137,0.0,116.9251623354328
1,18,7,0,25.741765,0.0,94.972046,0.0,0.0,0.803764,0.0,462.17720508278893
1,19,7,0,24.794269,0.0,96.070248,0.0,0.0,0.441338,0.0,0.0
1,20,7,0,24.865442,0.0,97.388743,0.0,0.0,0.307359,0.0,0.0
1,21,7,0,24.219782,0.0,98.0,0.0,0.0,0.247365,0.0,0.0
1,22,7,0,24.356124,0.0,98.0,0.0,0.0,0.223254,0.0,0.0
1,23,7,0,23.955437,0.0,98.0,0.0,0.0,0.199441,0.0,0.0
1,0,1,0,24.698592,0.0,95.71835,0.0,0.0,4.931686,0.0,0.0
1,1,1,0,25.339608,0.0,96.57792,0.0,0.0,3.978009,0.0,0.0
1,2,1,0,24.687385,0.0,96.65568,0.0,0.0,4.101297,0.0,0.0
1,3,1,0,25.370316,0.0,96.82092,0.0,0.0,3.936263,0.0,0.0
1,4,1,0,24.553957,0.0,97.01532,0.0,0.0,4.045726,0.0,0.0
1,5,1,0,25.102466,0.0,96.45175,0.0,0.0,4.971131,0.0,0.0
1,6,1,0,25.31933,0.0,91.7462,0.0,0.0,11.030305,0.0,0.0
1,7,1,0,25.067055,0.067055,78.59217,0.0,0.0,28.162532,0.0,0.0
1,8,1,0,24.889849,0.0,66.20364,0.0,0.0,44.07985,0.0,0.0
1,9,1,0,24.75833,0.0,59.89452,0.0,0.0,46.803512,0.0,0.0
1,10,1,0,24.897159,0.0,53.16198,0.0,0.0,45.157478,0.0,0.0
1,11,1,0,25.315337,0.315337,50.61465,0.0,0.0,45.234963,0.0,32.74151182667105
1,12,1,0,25.267252,0.267252,51.40017,0.0,0.0,40.76441,0.0,385.6382671616717
1,13,1,0,24.921361,0.0,49.4844,0.0,0.0,45.234019,0.0,512.0010417103267
1,14,1,0,24.626199,0.0,49.96182,0.0,0.0,45.655066,0.0,497.2503000580709
1,15,1,0,25.202199,0.202199,53.02796,0.0,0.0,43.893264,0.0,489.0997909398915
1,16,1,0,24.565038,0.0,59.43225,0.0,0.0,38.870563,0.0,388.231195149942
1,17,1,0,24.840744,0.0,70.46217,0.0,0.0,30.235283,0.0,296.50838497054553
1,18,1,0,24.779551,0.0,82.76382,0.0,0.0,20.793228,0.0,360.9173117916015
1,19,1,0,25.22298,0.0,89.9403,0.0,0.0,11.273056,0.0,0.0
1,20,1,0,25.070785,0.0,92.41818,0.0,0.0,7.814883,0.0,0.0
1,21,1,0,25.138556,0.0,93.40011,0.0,0.0,6.081506,0.0,0.0
1,22,1,0,25.081722,0.0,93.42165,0.0,0.0,5.604393,0.0,0.0
1,23,1,0,24.796621,0.0,93.36375,0.0,0.0,4.84419,0.0,0.0
1,0,2,0,25.160643,0.0,93.57605,0.0,0.0,4.982413,0.0,0.0
1,1,2,0,25.423738,0.0,94.94496,0.0,0.0,4.00408,0.0,0.0
1,2,2,0,24.988969,0.0,95.38236,0.0,0.0,3.871708,0.0,0.0
1,3,2,0,25.190078,0.0,95.5476,0.0,0.0,4.069497,0.0,0.0
1,4,2,0,24.962229,0.0,95.68368,0.0,0.0,3.962687,0.0,0.0
1,5,2,0,25.308567,0.0,95.08145,0.0,0.0,4.877299,0.0,0.0
1,6,2,0,25.199991,0.0,89.96481,0.0,0.0,10.896291,0.0,0.0
1,7,2,0,25.262746,0.262746,74.45574,0.0,0.0,28.738675,0.0,0.0
1,8,2,0,25.104527,0.104527,63.75396,0.0,0.0,43.554728,0.0,0.0
1,9,2,0,25.492001,0.492001,61.09458,0.0,0.0,45.672086,0.0,0.0
1,10,2,0,24.891655,0.0,59.1216,0.0,0.0,46.579037,0.0,0.0
1,11,2,0,24.89975,0.0,58.60175,0.0,0.0,44.558342,0.0,22.360382732794594
1,12,2,0,24.822442,0.0,61.33226,0.0,0.0,40.725685,0.0,459.55429467273717
1,13,2,0,25.183289,0.183289,59.57445,0.0,0.0,45.469905,0.0,507.5822958735008
1,14,2,0,24.81328,0.0,59.81316,0.0,0.0,45.846414,0.0,485.6667500842472
1,15,2,0,24.80664,0.0,62.4184,0.0,0.0,42.887889,0.0,509.15671569606
1,16,2,0,25.218242,0.218242,67.72005,0.0,0.0,39.677205,0.0,396.85702253825946
1,17,2,0,25.348629,0.348629,75.89619,0.0,0.0,30.287382,0.0,271.99000410574973
1,18,2,0,25.172305,0.172305,85.00935,0.0,0.0,20.385908,0.0,173.3980559033361
1,19,2,0,24.195069,0.0,93.0,0.0,0.0,10.856909,0.0,0.0
1,20,2,0,24.71391,0.0,95.1,0.0,0.0,7.981224,0.0,0.0
1,21,2,0,24.677953,0.0,96.15,0.0,0.0,6.232108,0.0,0.0
1,22,2,0,24.637747,0.0,96.5,0.0,0.0,5.428137,0.0,0.0
1,23,2,0,24.87767,0.0,96.5,0.0,0.0,5.128808,0.0,0.0
1,0,3,0,25.545263,0.0,96.5,0.0,0.0,4.984147,0.0,0.0
1,1,3,0,24.90778,0.0,97.2,0.0,0.0,3.890357,0.0,0.0
1,2,3,0,24.779366,0.0,97.2,0.0,0.0,3.953724,0.0,0.0
1,3,3,0,25.209647,0.0,97.2,0.0,0.0,3.94374,0.0,0.0
1,4,3,0,25.020752,0.0,97.2,0.0,0.0,3.957813,0.0,0.0
1,5,3,0,25.036204,0.0,95.39025,0.0,0.0,4.957191,0.0,0.0
1,6,3,0,24.793998,0.0,89.67868,0.0,0.0,10.947681,0.0,0.0
1,7,3,0,24.999549,0.0,76.76704,0.0,0.0,29.257785,0.0,0.0
1,8,3,0,25.130361,0.130361,62.99968,0.0,0.0,43.194985,0.0,0.0
1,9,3,0,24.426608,0.0,55.10106,0.0,0.0,45.383106,0.0,0.0
1,10,3,0,24.516933,0.0,50.85,0.0,0.0,45.168206,0.0,0.0
1,11,3,0,25.325368,0.325368,49.42275,0.0,0.0,44.647092,0.0,27.27593483685769
1,12,3,0,25.252901,0.252901,50.50892,0.0,0.0,40.071893,0.0,370.5697960387735
1,13,3,0,24.848003,0.0,48.57335,0.0,0.0,44.36437,0.0,358.27807916970994
1,14,3,0,24.693939,0.0,49.06686,0.0,0.0,46.205471,0.0,680.3266633809027
1,15,3,0,24.944336,0.0,52.5228,0.0,0.0,43.510913,0.0,574.1376629930398
1,16,3,0,24.641904,0.0,59.52676,0.0,0.0,39.211939,0.0,388.0286124527752
1,17,3,0,24.897971,0.0,69.00579,0.0,0.0,31.066237,0.0,247.8609973823039
1,18,3,0,25.49533,0.49533,79.07907,0.0,0.0,20.768812,0.0,112.36994522325153
1,19,3,0,25.039622,0.0,85.56,0.0,0.0,11.104893,0.0,0.0
1,20,3,0,25.349887,0.0,90.44961,0.0,0.0,7.701061,0.0,0.0
