month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,7,0,24.612276,0.612276,76.241214,0.0,0.0,333.269313,0.0,0.0
1,1,7,0,23.2333,0.0,79.524491,0.0,0.0,304.545194,0.0,0.0
1,2,7,0,24.12543,0.12543,80.80804,0.0,0.0,281.280859,0.0,0.0
1,3,7,0,23.829669,0.0,80.56474,0.0,0.0,286.479288,0.0,0.0
1,4,7,0,23.864205,0.0,78.672845,0.0,0.0,292.300585,0.0,0.0
1,5,7,0,23.935321,0.0,70.908102,0.0,0.0,388.258924,0.0,0.0
1,6,7,0,23.394004,0.0,62.244667,0.0,0.0,497.701786,0.0,0.0
1,7,7,0,23.93042,0.0,61.6135,0.0,0.0,532.200697,0.0,0.0
1,8,7,0,23.740436,0.0,60.489,0.0,0.0,520.983082,0.0,0.0
1,9,7,0,24.9969,0.9969,59.929634,0.0,0.0,507.949481,0.0,0.0
1,10,7,0,24.067736,0.067736,54.763562,0.0,0.0,495.391078,0.0,0.0
1,11,7,0,23.894211,0.0,53.27795,0.0,0.0,462.311107,0.0,22.567847863052528
1,12,7,0,23.915614,0.0,54.264746,0.0,0.0,467.684751,0.0,81.26931449061573
1,13,7,0,23.799586,0.0,55.286005,0.0,0.0,459.222625,0.0,266.0309372668412
1,14,7,0,23.683455,0.0,57.949559,0.0,0.0,460.496642,0.0,206.5216580726984
1,15,7,0,23.88276,0.0,60.736863,0.0,0.0,479.616701,0.0,107.46750359903739
1,16,7,0,24.144584,0.144584,63.225686,0.0,0.0,494.320034,0.0,110.92120115048343
1,17,7,0,23.928434,0.0,64.19854,0.0,0.0,508.299463,0.0,116.35891447784248
1,18,7,0,24.287328,0.287328,62.275875,0.0,0.0,568.847483,0.0,460.353719383286
1,19,7,0,23.940059,0.0,64.293462,0.0,0.0,539.199986,0.0,0.0
1,20,7,0,24.007278,0.007278,68.071808,0.0,0.0,499.558733,0.0,0.0
1,21,7,0,24.463746,0.463746,71.568507,0.0,0.0,451.311012,0.0,0.0
1,22,7,0,24.163532,0.163532,73.389589,0.0,0.0,418.995199,0.0,0.0
1,23,7,0,23.848431,0.0,75.821329,0.0,0.0,354.779372,0.0,0.0
1,0,1,0,23.945148,0.0,79.05443,0.0,0.0,303.416734,0.0,0.0
1,1,1,0,24.162158,0.162158,81.27648,0.0,0.0,270.548987,0.0,0.0
1,2,1,0,24.580526,0.580526,82.038,0.0,0.0,272.04604,0.0,0.0
1,3,1,0,23.919114,0.0,82.17825,0.0,0.0,259.807044,0.0,0.0
