month,hour,day_type,daylight_savings_status,indoor_dry_bulb_temperature,average_unmet_cooling_setpoint_difference,indoor_relative_humidity,non_shiftable_load,dhw_demand,cooling_demand,heating_demand,solar_generation
1,0,7,0,22.330379,0.330379,74.27259,0.0,0.0,100.859569,0.0,0.0
1,1,7,0,22.101529,0.101529,75.942405,0.0,0.0,100.545337,0.0,0.0
1,2,7,0,21.838009,0.0,77.111396,0.0,0.0,92.436138,0.0,0.0
1,3,7,0,21.621927,0.0,76.879226,0.0,0.0,95.971324,0.0,0.0
1,4,7,0,21.431614,0.0,75.12912,0.0,0.0,95.618844,0.0,0.0
1,5,7,0,22.005591,0.005591,72.591664,0.0,0.0,99.082236,0.0,0.0
1,6,7,0,21.75683,0.0,69.080426,0.0,0.0,111.298493,0.0,0.0
1,7,7,0,21.738353,0.0,67.999976,0.0,0.0,116.192972,0.0,0.0
1,8,7,0,21.933409,0.0,64.592946,0.0,0.0,123.025019,0.0,0.0
1,9,7,0,21.984446,0.0,61.233044,0.0,0.0,136.93655,0.0,0.0
1,10,7,0,21.316965,0.0,54.77505,0.0,0.0,135.320157,0.0,0.0
1,11,7,0,22.277544,0.277544,52.39875,0.0,0.0,140.283471,0.0,24.162463928142827
1,12,7,0,21.391946,0.0,53.015156,0.0,0.0,137.845909,0.0,82.77383559400194
1,13,7,0,22.557887,0.557887,54.012898,0.0,0.0,136.026374,0.0,267.4029938292051
1,14,7,0,22.17717,0.17717,56.615117,0.0,0.0,138.74604,0.0,207.87738086234776
1,15,7,0,21.858447,0.0,61.222346,0.0,0.0,134.913957,0.0,108.92259602884671
1,16,7,0,22.402899,0.402899,65.759034,0.0,0.0,126.873375,0.0,112.37125598203833
1,17,7,0,22.006236,0.006236,68.182975,0.0,0.0,125.416245,0.0,117.80011318972436
1,18,7,0,22.207276,0.207276,67.542552,0.0,0.0,98.646618,0.0,462.1395300992978
1,19,7,0,22.032168,0.032168,69.111908,0.0,0.0,96.63161,0.0,0.0
1,20,7,0,22.328959,0.328959,70.974813,0.0,0.0,94.075519,0.0,0.0
1,21,7,0,22.318427,0.318427,72.828114,0.0,0.0,89.948854,0.0,0.0
1,22,7,0,21.7278,0.0,74.146738,0.0,0.0,86.044259,0.0,0.0
1,23,7,0,21.816252,0.0,74.992943,0.0,0.0,103.22689,0.0,0.0
